871492,568,6A
871492,647,C10001
871492,707,065F065E0000CB00
871493,1516,FA1BE60000000000
871493,485,5C219370020001BE
871497,171,0000000000000000
871497,199,410DC844
871498,193,8139EBA1C294047B
871498,197,4348F197437D177D
871498,209,0000000002FE00
871498,211,2CD4
871499,241,1C0200400000
871499,390,04005D0A010383
871499,456,03FF000000003C01
871499,489,0040000E00500000
871499,840,0025003209
871500,170,2CD52CD506532800
871500,842,001B002E09
871500,190,0A000005ABFE
871500,560,0000000000000000
871501,201,8000000A00001800
871501,497,A20A00000800007A
871501,493,01A90000000019FC
871501,495,00000000
871502,568,6A
871503,1009,009E51081A4F0E54
871504,485,5C2193100200015E
871505,1105,000000000000
871506,711,033FDDC14000
871507,193,9139EBA1D294047B
871508,197,5348F197937E901C
871508,209,40007FFF01FE00
871508,241,280200400000
871508,389,1BFC
871508,454,349D349D00C32D89
871509,456,43FF0000FFFF3C00
871509,532,000002000000
871509,761,00010708000007
871510,171,0000000000000000
871510,304,02
871510,199,410DC844
871510,211,2CD4
871511,390,04005D0A010383
871512,568,6A
871512,170,2CD52CD500532B00
871513,190,0E000005ABFD
871513,481,00000000031CC0
871513,201,8000000D00001800
871513,417,00004100000000
871513,485,5C2194300200017F
871514,419,00
871514,493,01A90000000019FC
871514,426,0865E69265F000
871514,495,00000000
871514,451,065F065EFF000000
871515,189,01F41BF1F400FF
871515,452,6D62C073060003FD
871515,479,800200
871515,453,2CD52CD5B25C
871516,501,0C0C000400000900
871516,500,000000000000
871516,969,0706000000000000
871516,647,000001
871517,193,A139EBA1E294047B
871518,197,6348F197A37E901C
871518,209,8000BFFE01FD00
871518,241,340200400000
871518,456,83FF0000FFFE3BFF
871519,489,003C000E00530000
871519,508,FF520334000051D1
871519,528,020001FF
871520,320,120201
871522,171,0000000000000000
871522,568,6A
871522,199,410DC844
871523,352,DF7311FB03
871523,211,2CD4
871523,390,04005D0A010383
871523,485,5C219550020001A0
871524,170,2CD42CD402532B00
871525,190,02000005AA00
871525,201,8000000000001800
871525,493,01A90000000019FC
871525,499,407C00
871525,495,00000000
871527,193,B139EBA1F294047B
871528,197,33493629B37E901C
871528,209,C000FFFD01FC00
871528,241,000200400000
871528,389,1BFD
871528,454,349D349D00032D8C
871529,456,C3FF0000FFFD3BFE
871529,844,EA17005503FD003C
871529,866,00000000
871530,554,CCBC01
871530,298,10F0706D00001091
871531,711,033FDCC14000
871533,568,6A
871533,1221,0000000000
871533,485,5C219470020001BF
871535,171,0000000000000000
871535,199,410DC844
871535,1257,E10000AE3C00
871535,211,2CD3
871536,390,04005D0A010383
871537,170,2CD32CD304532B00
871537,190,06000005ABFF
871537,201,8000000700001800
871538,193,8139EBA102953E18
871538,197,03493629837E901C
871538,209,0000000001FF00
871538,241,1C0200400000
871539,417,00004100000000
871539,456,03FF000000003C01
871539,419,00
871539,489,003C000E00560000
871539,426,0865E69265F000
871540,189,01F41BF1F400FF
871540,451,065F065EFF100003
871540,479,800200
871540,452,0062C07300000000
871540,309,0200166E210D1315
871541,453,2CD32CD3B25C
871541,493,01A90000000019FC
871541,500,000000000000
871541,495,00000000
871541,501,0C0C000400000900
871542,562,0000200800120022
871542,647,430001
871542,707,065F065E0000CB00
871542,568,6A
871542,977,014E800000000000
871543,979,8000200000003C
871543,481,000000000010F0
871543,988,81000A000000
871543,1001,00610DD000000CF9
871544,485,5C21961002000161
871544,1017,00000000510C6111
871544,1019,0019
871544,1020,480E0D5454205454
871544,1217,10CB2F3C54000000
871545,1223,100000
871545,1233,000000010D570000
871545,1322,0324183C403C
871545,546,009A800000352F
871546,558,A8000A8000006A02
871547,171,0000000000000000
871548,193,9139EBA112953E18
871548,197,13493629937E901C
871548,199,410EEAC3
871548,209,40007FFF00FF00
871548,211,2CD2
871549,241,280504400000
871549,389,1BFD
871549,390,04005D0A010383
871549,454,349D349D00432D8B
871549,456,43FF0000FFFF3C00
871550,170,2CD32CD306532A00
871550,840,0027003609
871550,190,0A000005ABFE
871550,842,001C002E09
871550,201,8000000A00001800
871551,311,1D0189E20A98080A
871551,493,01A90000000019FC
871551,560,0000100000001FFF
871551,495,00000000
871552,566,0000540008
871552,568,6A
871552,989,000000B01D020000
871553,1227,113B113B
871553,499,80BC00
871553,1516,FE02F20208639C01
871553,485,5C21973002000182
871555,1249,4855313033393434
871556,711,033FDCC14000
871556,995,C9C96DA56601C9
871557,193,A139EBA122953E18
871557,197,23493629A37E901C
871558,209,8000BFFE00FE00
871558,241,340200400000
871558,456,83FF0000FFFE3BFF
871558,489,003C000E00590000
871559,532,020023FF241F
871559,761,00010A0800000A
871560,381,222442FF0027
871560,171,0000000000000000
871561,313,0000000000000000
871561,199,410EEAC3
871561,211,2CD2
871561,390,04005D0A010383
871562,170,2CD22CD200532E00
871562,568,6A
871562,190,0E000005ABFD
871563,201,8000000D00001800
871563,1300,4731524336533530
871563,417,00004100000000
871563,493,01A90000000019FC
871564,419,00
871564,485,5C219750020001A2
871564,426,0865E69265F000
871564,495,00000000
871564,451,065F065EFF200002
871565,452,2762C073020007FF
871565,189,01F41BF1F400FF
871565,453,2CD22CD2B25C
871565,479,800200
871565,500,000000000000
871566,501,0C0C000400000900
871566,647,820001
871566,961,0765F78000000000
871566,1323,9A179918
871566,1417,78BB76A6A46400C8
871568,193,B139EBA132953E18
871568,197,33493629B37E901C
871568,209,C000FFFD00FD00
871568,241,000200400000
871568,389,1BFD
871569,454,349D349D00832D8A
871569,456,C3FF0000FFFD3BFE
871569,508,FF5B02ED0000A29C
871569,528,040001FE
871570,481,000000000114E0
871572,171,0000000000000000
871572,568,6A
871573,199,410EEAC3
871573,810,0A31CDDF65C4E3CA
871573,211,2CD1
871573,390,04005D0A010383
871573,485,5C219870020001C3
871574,170,2CD12CD102532E00
871575,190,02000005AA00
871575,201,8000000000001800
871575,493,01A90000000019FC
871575,1328,00000000
871575,495,00000000
871576,1275,000000
871577,193,013A896D02953E18
871577,197,03493629837E901C
871578,209,00000000000000
871578,241,1C0200400000
871578,456,03FF000000003C01
871578,489,0040000E005B0000
871579,844,F222005B03FD0040
871579,866,00000000
871580,564,0000000000
871580,499,C0FC00
871581,711,033FDDC14000
871582,568,6A
871583,485,5C21981002000163
871585,171,0000000000000000
871585,199,410EEAC3
871585,211,2CD0
871585,390,04005D0A010383
871587,170,2CD02CD004532E00
871587,193,113A896D12953E18
871587,190,06000005ABFF
871588,197,13493629937E901C
871588,201,8000000700001800
871588,209,40007FFF00FF00
871588,241,280200400000
871588,389,1BFD
871589,417,00004100000000
871589,454,349D349D00C32D89
871589,419,00
871589,456,43FF0000FFFF3C00
871589,426,0865E69265F000
871590,189,01F41BF1F400FF
871590,451,065F065EFF300001
871590,479,800200
871590,452,4A62C073040005FE
871591,493,01A90000000019FC
871591,453,2CD02CD0B25C
871591,495,00000000
871591,500,000000000000
871591,501,0C0C000400000900
871592,562,0000200800120022
871592,386,11FB010000000000
871592,568,6A
871592,647,C10001
871592,707,065F065E0000CB00
871593,1516,FD1A2C02E81A2C01
871593,485,5C21983002000183
871597,289,0000000000000000
871597,171,0000000000000000
871598,193,213A896D22953E18
871598,197,23493629E37FE553
871598,199,410EEAC3
871598,209,8000BFFE00FE00
871598,211,2CCF
871599,241,340200400000
871599,390,04005D0A010383
871599,456,83FF0000FFFE3BFF
871599,489,0044000E005C0000
871599,170,2CD02CD006532D00
871600,840,002B003B09
871600,190,0A000005ABFE
871600,842,001C003009
871600,201,8000000A00001800
871601,481,000000000218D0
871601,493,01A90000000019FC
871601,560,0000200000001FFE
871601,495,00000000
871602,568,6A
871603,497,A20A00000800007A
871603,485,5C219850020001A3
871605,1105,000000000000
871606,711,033FE0C14000
871607,193,313A896D72965D0C
871608,197,33493629F37FE553
871608,209,C000FFFD00FD00
871608,241,000505400000
871608,389,1BFE
871608,454,349D349D00032D8C
871609,456,C3FF0000FFFD3BFE
871609,532,040043FE482A
871609,761,00010D0800000D
871610,171,0000000000000000
871610,199,410EEAC3
871610,499,003C00
871610,211,2CCF
871611,390,04005D0A010383
871612,568,6A
871612,170,2CCF2CCF00533100
871613,190,0E000005ABFD
871613,969,0706000000000000
871613,201,8000000D00001800
871613,417,00004100000000
871614,485,5C219A70020001C5
871614,419,00
871614,493,01A90000000019FC
871614,426,0865E69265F000
871614,495,00000000
871615,451,065F065EFF000000
871615,189,01F41BF1F400FF
871615,452,6D62C073060003FD
871615,479,800200
871615,453,2CCF2CCFB25C
871616,501,0C0C000400000900
871616,500,000000000000
871616,647,000001
871618,193,013A896D42965D0C
871618,197,03493629C37FE553
871618,209,00000000000000
871618,241,1C0200400000
871619,456,03FF000000003C01
871619,489,004C000E005E0000
871619,508,FF9E03880000F285
871619,528,060001FD
871620,352,DF7311FB03
871622,568,6A
871622,171,0000000000000000
871623,199,410F0B6B
871623,211,2CCE
871623,390,04005D0A010383
871623,485,5C21991002000164
871624,170,2CCF2CCF02533000
871625,190,02000005AA00
871625,201,8000000000001800
871625,493,01A90000000019FC
871625,495,00000000
871627,193,113A896D52965D0C
871628,197,13493629D37FE553
871628,209,40007FFF00FF00
871628,241,280200400000
871628,389,1800
871628,454,349D349D00432D8B
871629,456,43FF0000FFFF3C00
871629,844,F937005F00000050
871629,866,00000000
871630,554,0FA000
871630,298,10F0706D000010A1
871631,711,033FDEC14000
871632,568,6A
871633,481,00000000031CC0
871633,1516,FC1A2C02E701D504
871633,485,5C219A3002000185
871635,171,0000000000000000
871635,199,410F0B6B
871635,211,2CCE
871635,390,04005D0A010383
871637,170,2CCF2CCF04532F00
871637,193,213A896D62965D0C
871637,190,06000005ABFF
871638,197,23493629E37FE553
871638,201,8000000700001800
871638,209,8000BFFE00FE00
871638,241,340200400000
871638,417,00004100000000
871639,456,83FF0000FFFE3BFF
871639,419,00
871639,489,0050000E00600000
871639,426,0865E69265F000
871640,189,01F41BF1F400FF
871640,451,065F065EFF100003
871640,479,800200
871640,452,0062C07300000000
871640,309,0200166E210D1315
871641,453,2CCF2CCFB25C
871641,493,01A90000000019FC
871641,500,000000000000
871641,495,00000000
871641,501,0C0C000400000900
871642,562,0000200800120022
871642,647,430001
871642,1005,0000000000FF
871642,568,6A
871642,707,065F065E0000CB00
871643,1273,000000
871643,499,407C00
871643,977,014E800000000000
871643,979,800020003FFF3C
871643,988,81000A000000
871644,485,5C219B50020001A6
871644,1001,006F0DD000000CF9
871645,546,009AC00000352F
871645,550,3000000000000000
871645,558,F8000A8000006A03
871647,171,0000000000000000
871648,193,313A896D72965D0C
871648,197,33493629F37FE553
871648,199,410F0B6B
871648,209,C000FFFD00FD00
871648,211,2CCE
871649,241,000200400000
871649,389,1800
871649,390,04005D0A000383
871649,454,349D349D00832D8A
871649,456,C3FF0000FFFD3BFE
871650,170,2CCE2CCE06532F00
871650,840,002B003F09
871650,190,0A000005ABFE
871650,842,0020003409
871650,201,8000000A00001800
871651,311,1D0189E20A98080A
871651,493,01A90000000019FC
871651,560,0000300000001FFD
871651,495,00000000
871652,566,00004E0010
871652,568,6A
871652,989,000000B01D020000
871653,485,5C219A70020001C5
871656,711,033FDFC14000
871656,995,C9C96DA56601C9
871656,308,02A8A592
871657,193,013A896D42965D0C
871657,197,834A323AC37FE553
871658,209,00000000000000
871658,241,1C0200400000
871658,456,03FF000000003C01
871658,489,0058000E00610000
871659,532,060063FD6C35
871659,761,00010008000000
871660,381,222442FF0028
871660,171,0000000000000000
871660,313,0000000000000000
871661,199,410F0B6B
871661,211,2CCD
871661,390,04005D0A000383
871661,1922,00570000000000
871662,170,2CCD2CCD00533300
871662,190,0E000005ABFD
871662,568,6A
871663,201,8000000D00001800
871663,481,000000000010F0
871663,417,00004100000000
871663,493,01A90000000019FC
871663,419,00
871664,485,5C219B1002000166
871664,426,0865E69265F000
871664,495,00000000
871664,451,065F065EFF200002
871664,452,2762C073020007FF
871665,189,01F41BF1F400FF
871665,453,2CCD2CCDB25C
871665,479,800200
871665,500,000000000000
871666,501,0C0C000400000900
871666,647,820001
871666,961,0765F78000000000
871667,193,113A896D52965D0C
871668,197,934A323AD37FE553
871668,209,40007FFF00FF00
871668,241,280504400000
871668,389,1800
871668,454,349D349D00C32D89
871669,456,43FF0000FFFF3C00
871669,508,FFB404550000024B
871669,528,00000000
871670,567,221203
871670,499,80BC00
871672,171,0000000000000000
871672,568,6A
871673,199,410F0B6B
871673,810,0A31CDDF65C4E3CA
871673,211,2CCC
871673,1516,FB02FAFFDFD9443E
871673,390,04005D0A000383
871674,485,5C219C3002000187
871674,170,2CCD2CCD02533200
871675,190,02000005AA00
871675,201,8000000001001800
871675,493,01A90000000019FC
871675,495,00000000
871677,193,A13B0D9AA2976785
871677,197,A34A323A63801E20
871678,209,8000BFFE00FE00
871678,241,340200400000
871678,456,83FF0000FFFE3BFF
871678,489,0058000E00620000
871679,844,E13F006200000058
871679,866,00000000
871680,564,0000000000
871681,711,033FDEC13000
871682,568,6A
871683,485,5C219B50020001A6
871685,171,0000000000000000
871685,199,41102A0A
871685,211,2CCC
871685,390,04005D0A000383
871687,170,2CCD2CCD04533100
871687,190,06000005ABFF
871687,193,B13B0D9AB2976785
871688,197,B34A323A73801E20
871688,201,8000000704001800
871688,209,C000FFFD00FD00
871688,241,000200400000
871688,389,1800
871689,417,00004100000004
871689,454,349D349D00032D8C
871689,419,00
871689,456,C3FF0000FFFD3BFE
871689,426,0865E69265F000
871690,189,01F41BF1F400FF
871690,451,065F065EFF300001
871690,479,800200
871690,452,4A62C073040405FA
871691,481,000000000114E0
871691,453,2CCD2CCCB25C
871691,493,01A90000000019FC
871691,500,000000000000
871691,495,00000000
871692,501,0C0C000400000900
871692,562,0000200800120022
871692,386,11FB010000000000
871692,568,6A
871692,647,C10001
871693,707,065F065E0000CB00
871693,1516,FA1BE60000000000
871693,485,5C219B70020001C6
871697,171,0000000000000000
871698,193,813B0D9A82976785
871698,197,834A323A43801E20
871698,199,41102A0A
871698,209,00000000000000
871698,211,2CCC
871699,241,1C0200400000
871699,390,04005D0A000383
871699,456,03FF000000003C01
871699,489,0058000E00630000
871699,840,002D004409
871700,170,2CCE2CCE06532F00
871700,842,0022003909
871700,190,0A000005ABFE
871700,560,0000000000000000
871701,201,8000000A06001800
871701,497,A20A00000800007A
871701,493,01A90000000019FC
871701,495,00000000
871702,568,6A
871703,499,C0FC00
871703,485,5C219D1002000168
871705,1105,000000000000
871706,711,033FDCC13000
871707,193,913B0D9A92976785
871707,197,934A323A53801E20
871708,209,40007FFF00FF00
871708,241,280200400000
871708,389,1800
871708,454,349D349D00432D8B
871709,456,43FF0000FFFF3C00
871709,532,000002000000
871709,761,00010708000007
871710,171,0000000000000000
871710,199,41102A0A
871710,969,0706000000000000
871711,211,2CCD
871711,390,04005D0A000383
871712,170,2CCE2CCE00533200
871712,568,6A
871713,190,0E000005ABFD
871713,201,8000000D06001800
871713,493,01A90000000019FC
871713,417,00004100000006
871713,485,5C219D3002000188
871714,419,00
871714,495,00000000
871714,426,0865E69265F000
871714,451,065F065EFF000000
871714,452,6D62C073060603F7
871715,453,2CCE2CCCB25C
871715,189,01F41BF1F400FF
871715,500,000000000000
871715,479,800200
871715,647,000001
871716,501,0C0C000400000900
871717,193,A13B0D9AA2976785
871718,197,A34A323A63801E20
871718,209,8000BFFE00FE00
871718,241,340200400000
871718,456,83FF0000FFFE3BFF
871718,489,0058000E00650000
871719,508,FFAF048A00005285
871719,528,020001FF
871720,352,DF7311FB03
871722,568,6A
871722,171,0000000000000000
871723,199,41102A0A
871723,481,000000000218D0
871723,211,2CCD
871723,390,04005D0A000383
871723,485,5C219D50010001A7
871724,170,2CCE2CCE02533100
871725,190,02000005AA00
871725,201,8000000008001800
871725,493,01A90000000019FC
871725,495,00000000
871727,193,B13B0D9AB2976785
871727,197,B34A323A73801E20
871728,209,C000FFFD00FD00
871728,241,000504400000
871728,389,1801
871728,454,349D349D00832D8A
871729,456,C3FF0000FFFD3BFE
871729,844,E941006600010054
871729,866,00000000
871730,554,4E9403
871731,298,10F0706D000010B1
871731,711,033FDCC13000
871732,568,6A
871733,499,003C00
871733,485,5C219D70000001C6
871735,171,0000000000000000
871735,199,41114674
871735,211,2CCD
871736,390,04005D0A000383
871737,170,2CDD2CDD04532103
871737,190,06000305ABFF
871737,201,800000070C001800
871738,193,813B0D9A82976785
871738,197,834A323A43801E20
871738,209,00000000000000
871738,241,1C0200400000
871738,417,0000410000000C
871739,456,03FF000000003C01
871739,419,00
871739,489,0054000E00680000
871739,426,0865E69265F000
871740,493,01A90000000019FC
871740,189,01F41BF1F400FF
871740,451,065F065EFF100303
871740,479,800200
871740,309,0200166E210D1315
871741,452,0062C073000C01F4
871741,495,00000000
871741,453,2CDD2CCBB25C
871741,501,0C0C000400000900
871741,500,000000000000
871742,562,0000200800120022
871742,647,430001
871742,707,065F065E0000CB00
871742,568,6A
871742,977,014E800000000000
871743,979,800020005FFE3C
871743,988,81000A000000
871743,1001,00760DD000000CF9
871743,485,5C219D1000000166
871745,546,009A000000352F
871745,558,08000A8000006A00
871747,171,0000000000000000
871748,193,913B0D9AD29861F2
871748,197,934A323A53801E20
871748,199,41114674
871748,209,40007FFF00FF00
871748,211,2CD0
871749,241,280200400000
871749,389,1801
871749,390,04005D0A000383
871749,454,349D349D00C32D89
871749,456,43FF0000FFFF3C00
871750,170,2CF62CF606530708
871750,840,0032004409
871750,190,0A000805ABFE
871750,842,0024003B09
871750,201,8000000A10001800
871751,311,1D0189E20A98080A
871751,493,01A90000000019FC
871751,560,0000100000001FFF
871751,495,00000000
871752,566,0000400018
871752,568,6A
871752,989,000000B01D020000
871753,1516,FE02F20208639C01
871753,481,00000000031CC0
871753,485,5C219D3000000186
871755,1009,009E51081A4F0E54
871756,711,033FDBC13000
871756,995,C9C96DA56601C9
871757,193,A13B0D9AE29861F2
871757,197,A34A323AA3814366
871758,209,8000BFFE00FE00
871758,241,340200400000
871758,456,83FF0000FFFE3BFF
871758,489,004C000E006B0000
871759,532,020023FF241F
871759,761,00010A0800000A
871760,381,222442FF002D
871760,171,0000000000000000
871760,313,0000000000000000
871761,199,41114674
871761,211,2CD3
871761,390,04005D0A000383
871762,170,2D152D150052EB0E
871762,190,0E000E05ABFD
871762,568,6A
871763,201,8000000D15001800
871763,499,407C00
871763,417,00004100000015
871763,493,01A90000000019FC
871763,419,00
871764,485,5C219D50000001A6
871764,426,0865E69265F000
871764,495,00000000
871764,451,065F065EFF200E02
871764,452,2762C073021507EA
871765,453,2D152CC9B25C
871765,189,01F41BF1F400FF
871765,500,000000000000
871765,479,800200
871765,647,820001
871766,501,0C0C000400000900
871766,961,0765F78000000000
871767,193,F13C56DAF29861F2
871768,197,B34A323AB3814366
871768,209,C000FFFD00FD00
871768,241,000200400000
871768,389,1802
871769,454,349D349D00032D8C
871769,456,C3FF0000FFFD3BFE
871769,508,FFBE03AD0000A2C0
871769,528,040001FE
871770,810,0A31CDDF65C4E3CA
871772,171,0000000000000000
871772,568,6A
871773,199,41114674
871773,211,2CD8
871773,390,04005D0A000383
871773,485,5C219D70000001C6
871774,170,2D322D320252CD13
871775,190,02001305AA00
871775,201,800000001A001800
871775,493,01A90000000019FC
871775,495,00000000
871777,193,C13C56DAC29861F2
871777,197,C34BE6F083814366
871778,209,00000000000000
871778,241,1C0200400000
871778,456,03FF000000003C01
871778,489,0044000E006E0000
871779,844,F13C006E00030044
871779,866,00000000
871780,564,0000000000
871781,481,000000000010F0
871781,711,033FDAC13000
871782,568,6A
871783,485,5C219D1000000166
871785,171,0000000000000000
871785,199,411260A9
871785,211,2CDE
871786,390,04005D0A000383
871787,170,2D472D470452B717
871787,190,06001705ABFF
871787,193,D13C56DAD29861F2
871788,197,D34BE6F093814366
