Time(ms), ID, Bus, Data
193098680,389,0,1BB9
193098907,454,0,349D349D00832D8A
193099142,170,0,2BE62BE606541700
193099383,456,0,C3FF0000FFFD3BFE
193099635,171,0,0000000000000000
193099836,190,0,08470005ABB7
193099997,199,0,4362E95C
193100243,201,0,8000002A00011800
193100376,211,0,2A41
193100603,309,0,02001362210D1325
193100821,390,0,04005D08040184
193101061,493,0,01A9000000001B8A
193101265,532,0,040043FE482A
193101437,495,0,00000000
193101661,761,0,00010D0800000D
193106970,485,0,5C0209100A0000BD
193107183,566,0,03C75A0000
193107297,568,0,6C
193107534,989,0,0000009F880203D6
193107767,193,0,01870D4AC0DAAE67
193107998,197,0,0106BD52401828D0
193108213,209,0,01AA3E5637C900
193108416,241,0,624B00400000
193108666,456,0,03FF000000003C01
193108910,489,0,002C000E004D0000
193109147,508,0,F88B020A0000F1EC
193109319,528,0,060001FD
193110477,311,0,0E01988F2CFC1009
193111503,170,0,2BE62BE600541A00
193111708,190,0,0C470005ABB6
193111954,201,0,8000002D00011800
193112206,171,0,0000000000000000
193112434,417,0,00004100000000
193112596,199,0,4365EF59
193112715,419,0,00
193112844,211,0,2A42
193113057,426,0,00662694663000
193113275,390,0,04005D08040184
193113507,451,0,06630662FF200002
193113736,481,0,000000000010F0
193113974,452,0,2762C0AB020007FF
193114213,493,0,01A9000000001B8A
193114408,453,0,2BE62BE6B25C
193114579,495,0,00000000
193114794,500,0,000000000000
193114946,647,0,820001
193116738,189,0,03702EF39800FF
193116972,485,0,5C020A300A0000DE
193117124,479,0,800200
193117238,568,0,6C
193117483,501,0,0C0C000400000900
193117728,961,0,0765F78000000000
193117957,193,0,118936B8D0DCD715
193118188,197,0,1107D23B501A526D
193118408,209,0,41AA7E5537C800
193118609,241,0,7E4B00400000
193118741,389,0,1BB8
193118971,454,0,349D349D00C32D89
193119214,456,0,43FF0000FFFF3C00
193119417,711,0,03210DC15000
193119652,844,0,F9C2004F03B80030
193119828,866,0,000001A4
193120040,995,0,C9CA6CA56901CA
193120265,1225,0,40320000000000
193120416,554,0,8D8802
193120666,313,0,0000000000000000
193122844,499,0,C0FC00
193123978,170,0,2BE62BE602541900
193124185,190,0,00470005ABB9
193124432,201,0,8000002000011800
193124683,171,0,0000000000000000
193124922,493,0,01A9000000001B8A
193125081,199,0,4368F556
193125253,495,0,00000000
193125382,211,0,2A42
193125607,390,0,04005D08040184
193126973,485,0,5C020A500A0000FE
193127663,193,0,218B6085E0DDEB76
193127893,197,0,2109FBFD601C7B72
193128107,209,0,81AABE5437C700
193128312,241,0,4A4A00400000
193128559,456,0,83FF0000FFFE3BFF
193128799,489,0,0034000E004F0000
193129039,562,0,0000200800120022
193129151,568,0,6C
193130272,1273,0,000000
193130501,810,0,0A31AF8C65C4D387
193136449,170,0,2BE62BE604541800
193136653,190,0,04470005ABB8
193136898,201,0,8000002700011800
193137148,171,0,0000000000000000
193137377,417,0,00004100000000
193137539,199,0,436BFB5A
193137767,193,0,318D8A5230DF143F
193137996,197,0,710B2597701EA493
193138216,209,0,C1A6FE5737C600
193138344,211,0,2A45
193138545,241,0,564A00400000
193138677,389,0,1BB8
193138895,390,0,04005D08040184
193139011,419,0,00
193139237,454,0,349D349D00032D8C
193139453,426,0,00662694663000
193139693,456,0,C3FF0000FFFD3BFE
193139929,451,0,06630662FF300001
193140164,485,0,5C020A700A00011E
193140401,452,0,4A62C0AB040005FE
193140642,493,0,01A9000000001B8A
193140837,453,0,2BE62BE6B25C
193141058,481,0,000000000114E0
193141229,495,0,00000000
193141441,500,0,000000000000
193141556,568,0,6C
193141772,189,0,03702EF36800FF
193141926,647,0,C10001
193142079,479,0,800200
193142317,707,0,066306620000CA00
193142559,501,0,0C0C000400000900
193142748,840,0,0380039409
193142932,842,0,037C038E09
193143181,560,0,0000300000001FFD
193143382,711,0,03210CC15000
193146968,485,0,5C020B100A0000BF
193147342,568,0,6C
193147956,193,0,018FB42000E13D81
193148186,197,0,410D4F554020CDC1
193148406,209,0,01A43E5C37C900
193148605,241,0,624D04400000
193148854,456,0,03FF000000003C01
193149089,170,0,2BE62BE606541700
193149330,489,0,0038000E004F0000
193149583,171,0,0000000000000000
193149783,190,0,08460005ABB8
193149944,199,0,436E0165
193150190,201,0,8000002A00011800
193150317,211,0,2A45
193150559,493,0,01A9000000001B8A
193150778,390,0,04005D08040184
193150949,495,0,00000000
193151105,499,0,003C00
193151304,532,0,060063FD6C35
193151533,761,0,00010008000000
193151729,381,0,222442FF0F6F
193157005,485,0,5C020B30090000DE
193157116,568,0,6C
193157755,193,0,1191DDE210E366F8
193157979,197,0,510F79265022F6B3
193158197,209,0,41A47E5B37C800
193158404,241,0,7E4A00400000
193158530,389,0,1BBB
193158761,454,0,349D349D00432D8B
193159006,456,0,43FF0000FFFF3C00
193159246,508,0,F8D7032300000234
193159417,528,0,00000000
193160312,567,0,221203
193160553,497,0,A21200000800007A
193161709,170,0,2BE62BE600541A00
193161960,171,0,0000000000000000
193162160,190,0,0C460005ABB7
193162324,199,0,4371076F
193162570,201,0,8000002D00011800
193162697,211,0,2A48
193162927,417,0,00004100000000
193163146,390,0,04005D08040184
193163262,419,0,00
193163503,493,0,01A9000000001B8A
193163718,426,0,00662694663000
193163889,495,0,00000000
193164128,451,0,06630662FF000000
193164338,1105,0,000000000000
193164575,452,0,6D62C0AB060003FD
193164787,1005,0,0000000000FF
193164983,453,0,2BE62BE6B25C
193165197,500,0,000000000000
193165350,647,0,000001
193166651,189,0,03702EF36000FF
193166806,479,0,800200
193167040,485,0,5C020B50070000FC
193167286,501,0,0C0C000400000900
193167398,568,0,6C
193167705,193,0,2192F2EE20E59052
193167932,197,0,6111A2ABA0241FA4
193168151,209,0,81A0BE5E37C700
193168356,241,0,4A4A00400000
193168600,456,0,83FF0000FFFE3BFF
193168840,489,0,003C000E004F0000
193169047,711,0,032101C14000
193169285,844,0,E1CE004F03BB003C
193169455,866,0,0000019E
193170336,564,0,0000000000
193170556,481,0,000000000218D0
193172939,969,0,0706000000000000
193173996,170,0,2BE62BE602541900
193174200,190,0,00460005ABBA
193174446,201,0,8000002000011800
193174697,171,0,0000000000000000
193174936,493,0,01A9000000001B8A
193175099,199,0,43740D7B
193175270,495,0,00000000
193175402,211,0,2A4B
193175623,390,0,04005D08040184
193176961,485,0,5C020B700600011B
193177589,568,0,6C
193177817,193,0,71941CEB30E7B973
193178044,197,0,7113CCC6B0253415
193178260,209,0,C19DFE6037C600
193178465,241,0,564A00400000
193178591,389,0,1BBA
193178821,454,0,349D349D00832D8A
193179064,456,0,C3FF0000FFFD3BFE
193179304,562,0,0000200800120022
193180392,386,0,11FB010000000000
193180578,352,0,DF7311FB03
193182864,499,0,407C00
193183132,1519,0,FE360408C403099B
193186454,170,0,2BE62BE604541800
193186659,190,0,04460005ABB9
193186903,201,0,8000002700011800
193187154,171,0,0000000000000000
193187383,417,0,00004100000000
193187545,199,0,4377138E
193187660,419,0,00
193187893,193,0,419646DD00E9E2F1
193188119,197,0,4114E1E480275D45
193188335,209,0,01993E6737C900
193188463,211,0,2A4E
193188665,241,0,624A00400000
193188887,390,0,04005D08040183
193189101,426,0,00662694663000
193189353,456,0,03FF000000003C01
193189587,451,0,06630662FF100003
193189821,485,0,5C020B10050000BA
193190063,452,0,0062C0AA00000000
193190308,489,0,0038000E004F0000
193190500,453,0,2BE62BE6B25C
193190737,298,0,10E0706D000010A1
193190976,493,0,01A9000000001B8A
193191190,500,0,000000000000
193191361,495,0,00000000
193191475,568,0,6C
193191626,647,0,430001
193191845,189,0,035C2EF37000FF
193192081,707,0,066306620000CA00
193192235,479,0,800200
193192414,840,0,0377038709
193192659,501,0,0C0C000400000900
193192843,842,0,0379038E09
193193095,560,0,0000000000000000
193193297,711,0,032102C14000
193193542,977,0,014E800020000000
193193769,1519,0,FDC102AAAAAAAAAA
193193993,979,0,8000200000003A
193194204,988,0,81000A000000
193194442,1001,0,07071705070F16D0
193195725,546,0,009A839A033833
193195967,558,0,A000000000006A02
193196961,485,0,5C020B30040000D9
193197439,568,0,6C
193197932,193,0,5198712A50EB0C5E
193198161,197,0,91160C0D902986C3
193198379,209,0,41967E6937C800
193198583,241,0,7E4A00400000
193198712,389,0,1BBA
193198942,454,0,349D349D00C32D89
193199176,170,0,2BE62BE606541700
193199423,456,0,43FF0000FFFF3C00
193199673,171,0,0000000000000000
193199874,190,0,08460005ABB8
193200033,199,0,437B1BA8
193200281,201,0,8000002A00011800
193200411,211,0,2A51
193200639,309,0,02001362210D1325
193200858,390,0,04005D08040184
193201097,493,0,01A9000000001B8A
193201309,532,0,000002000000
193201480,495,0,00000000
193201704,761,0,00010708000007
193202980,481,0,00000000031CC0
193206970,485,0,5C020B50040000F9
193207178,566,0,03C8540008
193207290,568,0,6C
193207529,989,0,0000009F880203DE
193207756,193,0,619A9B4960ED35B1
193207983,197,0,A1183697A02BB054
193208200,209,0,8191BE6D37C700
193208399,241,0,4A4C04400000
193208646,456,0,83FF0000FFFE3BFF
193208888,489,0,0030000E004E0000
193209123,508,0,F8A4018E00005274
193209292,528,0,020001FF
193210516,311,0,0E01988F2CFC1009
193211494,170,0,2BE62BE600541A00
193211703,190,0,0C460005ABB7
193211948,201,0,8000002D00011800
193212198,171,0,0000000000000000
193212429,417,0,00004100000000
193212591,199,0,437E21BE
193212709,419,0,00
193212837,211,0,2A54
193213050,426,0,00662694663000
193213272,390,0,04005D08040183
193213507,451,0,06630662FF200002
193213746,493,0,01A9000000001B8A
193213987,452,0,2762C0AA020007FF
193214158,495,0,00000000
193214353,453,0,2BE62BE6B25C
193214509,499,0,80BC00
193214720,500,0,000000000000
193214875,647,0,820001
193216822,189,0,035C2DF37000FF
193217059,485,0,5C020B7003000118
193217213,479,0,800200
193217324,568,0,6C
193217570,501,0,0C0C000400000900
193217794,193,0,719CC5C870EE4A6C
193218018,197,0,B11A611BB02DD9A6
193218237,209,0,C192FE6B37C600
193218439,241,0,564900400000
193218564,389,0,1BBA
193218792,454,0,349D349D00032D8C
193219036,456,0,C3FF0000FFFD3BFE
193219237,711,0,032104C14000
193219473,844,0,E9BA004F03BA0028
193219643,866,0,00000192
193219889,961,0,0765F78000000000
193220103,995,0,C9CA6CA56901CA
193220296,554,0,CCBC01
193220546,313,0,0000000000000000
193223997,170,0,2BE62BE602541900
193224203,190,0,00460005ABBA
193224448,201,0,8000002000011800
193224699,171,0,0000000000000000
193224940,493,0,01A9000000001B8A
193225103,199,0,438127D6
193225275,495,0,00000000
193225404,211,0,2A5A
193225623,390,0,04005D08040184
193226969,485,0,5C020B10030000B8
193227691,193,0,419DDAFC40F073FB
193227924,197,0,811C8BA2C02F02BF
193228138,209,0,018B3E7536CA00
193228338,241,0,624900400000
193228588,456,0,03FF000000003C01
193228831,489,0,0024000E00500000
193229070,562,0,0000200800120022
193229185,568,0,6C
193230540,481,0,000000000010F0
193233003,810,0,0A31AF8C65C4D387
193234355,289,0,0000000000000000
193236429,170,0,2BE62BE604541800
193236634,190,0,04460005ABB9
193236877,201,0,8000002700011800
193237129,171,0,0000000000000000
193237361,417,0,00004100000000
193237520,199,0,43842DF6
193237751,193,0,919F05B950F29DE1
193237975,197,0,911EB631D0312C48
193238188,209,0,418C7E7336C900
193238319,211,0,2A5D
193238521,241,0,7E4900400000
193238649,389,0,1BBB
193238867,390,0,04005D08040184
193238983,419,0,00
193239212,454,0,349D349D00432D8B
193239426,426,0,00662694663000
193239672,456,0,43FF0000FFFF3C00
193239906,451,0,06630662FF300001
193240141,485,0,5C020B30020000D7
193240378,452,0,4A62C0A9040005FE
193240619,493,0,01A9000000001B8A
193240814,453,0,2BE62BE6B25C
193240984,495,0,00000000
193241140,499,0,C0FC00
193241354,500,0,000000000000
193241466,568,0,6C
193241620,647,0,C10001
193241808,840,0,0370038209
193242026,189,0,035C2DF37000FF
193242266,707,0,066306620000CA00
193242417,479,0,800200
193242599,842,0,036C038409
193242846,501,0,0C0C000400000900
193243095,560,0,0000100000001FFF
193243298,711,0,032102C14000
193243539,1017,0,00000000510C621C
193243675,1019,0,0019
193243909,1020,0,4813135B5B205B5B
193247007,485,0,5C020B50020000F7
193247380,568,0,6C
193247741,193,0,A1A1303660F4C7C9
193247973,197,0,A11FCB7CE03355C0
193248190,209,0,8186BE7836C800
193248391,241,0,4A4900400000
193248638,456,0,83FF0000FFFE3BFF
193248880,489,0,001C000E00520000
193249115,170,0,2BE62BE606541700
193249320,532,0,020023FF241F
193249520,190,0,08450005ABB9
193249770,171,0,0000000000000000
193250015,201,0,8000002A00011800
193250178,199,0,43873415
193250417,493,0,01A9000000001B8A
193250547,211,0,2A61
193250721,495,0,00000000
193250943,390,0,04005D08040183
193251167,761,0,00010A0800000A
193251361,381,0,222442FF0F7A
193256961,485,0,5C020B7002000117
193257106,568,0,6C
193257754,193,0,B1A35B1870F6F1BD
193257986,197,0,B121F617F0357F74
193258205,209,0,C183FE7A36C700
193258407,241,0,564900400000
193258536,389,0,1BBC
193258764,454,0,349D349D00832D8A
193259007,456,0,C3FF0000FFFD3BFE
193259247,508,0,F8A001240000A210
193259417,528,0,040001FE
193260507,481,0,000000000114E0
193261723,170,0,2BE62BE600541A00
193261929,190,0,0C450005ABB8
193262177,171,0,0000000000000000
193262423,201,0,8000002D00011800
193262580,199,0,438A3A37
193262810,417,0,00004100000000
193262939,211,0,2A63
193263055,419,0,00
193263277,390,0,04005D08040183
193263491,426,0,00662694663000
193263731,493,0,01A9000000001B8A
193263972,451,0,06630662FF000000
193264141,495,0,00000000
193264380,452,0,6D62C0A9060003FD
193264622,497,0,A21200000800007A
193264816,453,0,2BE62BE6B25C
193265029,500,0,000000000000
193265185,647,0,000001
193265456,1105,0,000000000000
193266846,189,0,03482DF35C00FF
193267078,485,0,5C020B10020000B7
193267232,479,0,800200
193267343,568,0,6C
193267589,501,0,0C0C000400000900
193267974,241,0,624B04400000
193268205,193,0,81A585A480F81BB6
193268433,197,0,C12320B5C0369446
193268648,209,0,01843E7C36CA00
193268900,456,0,03FF000000003C01
193269140,489,0,0014000E00540000
193269348,711,0,0320FDC14000
193269579,844,0,F1AD005403BB0014
193269749,866,0,00000183
193270307,564,0,0000000000
193270490,499,0,003C00
193272972,969,0,0706000000000000
193274006,170,0,2BE62BE602541900
193274208,190,0,00450005ABBB
193274455,201,0,8000002000011800
193274706,171,0,0000000000000000
193274945,493,0,01A9000000001B8A
193275108,199,0,438D4060
193275279,495,0,00000000
193275411,211,0,2A66
193275636,390,0,04005D08040183
193276960,485,0,5C020B30020000D7
193277737,193,0,91A7B06990FA45A9
193277964,197,0,D1254B92D038BE2C
193278180,209,0,41807E7F36C900
193278391,241,0,7E4800400000
193278519,389,0,1BBC
193278750,454,0,349D349D00C32D89
193278995,456,0,43FF0000FFFF3C00
193279237,562,0,0000200800120022
193279349,568,0,6C
193280390,386,0,11FB010000000000
193280574,352,0,DF7311FB03
193286430,170,0,2BE62BE604541800
193286634,190,0,04450005ABBA
193286879,201,0,8000002700011800
193287129,171,0,0000000000000000
193287358,417,0,00004100000000
193287588,193,0,A1A8C611A0FC6FBB
193287818,197,0,E127768DE03AE834
193287976,199,0,43904689
193288195,209,0,817EBE8036C800
193288326,211,0,2A69
193288533,241,0,4A4800400000
193288754,390,0,04005D08040183
193288872,419,0,00
193289115,456,0,83FF0000FFFE3BFF
193289332,426,0,00662694663000
193289570,485,0,5C020B50010000F6
193289804,451,0,06630662FF100003
193290046,489,0,0010000E00550000
193290288,452,0,0062C0A900000000
193290527,493,0,01A9000000001B8A
193290762,298,0,10E0706D000010B1
193290957,453,0,2BE62BE6B25C
193291129,495,0,00000000
193291341,500,0,000000000000
193291453,568,0,6C
193291607,647,0,430001
193291786,840,0,0369037709
193292004,189,0,03342CF34800FF
193292242,707,0,066306620000CA00
193292393,479,0,800200
193292572,842,0,0367037909
193292817,501,0,0C0C000400000900
193293064,560,0,0000200000001FFE
193293288,481,0,000000000218D0
193293489,711,0,0320FBC13000
193293735,977,0,014E800020000000
193293961,979,0,800020003FFF3A
193294170,988,0,81000A000000
193294415,1001,0,06E9170B06F416D6
193295802,546,0,009AC3D6033833
193296045,558,0,F000000000006A03
193296962,485,0,5C020D7001000118
193297463,568,0,6C
193297938,193,0,B1AAF0E1B0FD84AF
193298167,197,0,F129A1B6303C1276
193298383,209,0,C17AFE8336C700
193298584,241,0,564800400000
193298716,389,0,1BBE
193298942,454,0,349D349D00032D8C
193299178,170,0,2BE62BE606541700
193299419,456,0,C3FF0000FFFD3BFE
193299671,171,0,0000000000000000
193299868,190,0,08450005ABB9
193300031,199,0,43934CB4
193300276,201,0,8000002A00011800
193300406,211,0,2A6C
193300634,309,0,02001362210D1325
193300857,390,0,04005D08030183
193301098,493,0,01A9000000001B8A
193301298,532,0,040043FE482A
193301471,495,0,00000000
193301698,761,0,00010D0800000D
193302917,499,0,407C00
193306967,485,0,5C020F10010000BA
193307182,566,0,03C74E0010
193307296,568,0,6C
193307532,989,0,0000009F880203DE
193307768,193,0,C1AC1BCD80FFAED6
193308002,197,0,C12AB738003E3C73
193308221,209,0,01783E8836CA00
193308424,241,0,624800400000
193308673,456,0,03FF000000003C01
193308918,489,0,000C000E00550000
193309156,508,0,F90100840000F1DB
193309327,528,0,060001FD
193310559,311,0,0E01988F2CFC1009
193311502,170,0,2BE62BE600541A00
193311710,190,0,0C450005ABB8
193311956,201,0,8000002D00011800
193312217,493,0,01A9000000001B8A
193312464,171,0,0000000000000000
193312696,417,0,00004100000000
193312854,199,0,439652E3
193312969,419,0,00
193313098,211,0,2A71
193313314,426,0,00662694663000
193313534,390,0,04005D08030183
193313768,451,0,06630662FF200002
193313941,495,0,00000000
193314180,452,0,2762C0A8020007FF
193314410,1009,0,009E5108144F0E5B
193314605,453,0,2BE62BE6B25C
193314817,500,0,000000000000
193314973,647,0,820001
193316873,189,0,03342CF35C00FF
193317112,485,0,5C020F30010000DA
193317263,479,0,800200
193317377,568,0,6C
193317620,501,0,0C0C000400000900
193317851,193,0,D1AE46BB9101D8F3
193318077,197,0,D12CE25010406679
193318293,209,0,41727E8D35CA00
193318501,241,0,7E4800400000
193318632,389,0,1BBE
193318859,454,0,349D349D00432D8B
193319105,456,0,43FF0000FFFF3C00
193319311,711,0,0320F7C13000
193319548,844,0,F9AB005603BE000C
193319720,866,0,00000175
193319962,961,0,0765F78000000000
193320176,995,0,C9CA6CA56901C9
193320328,554,0,0FA000
193320672,313,0,0000000000000000
193323015,481,0,00000000031CC0
193324002,170,0,2BE62BE602541900
193324207,190,0,00440005ABBC
193324451,201,0,8000002000011800
193324702,171,0,0000000000000000
193324941,493,0,01A9000000001B8A
193325101,199,0,43995916
193325273,495,0,00000000
193325400,211,0,2A75
193325626,390,0,04005D08030183
193326968,485,0,5C021050010000FB
193327643,193,0,E1B0723EE1030305
193327878,197,0,212E0DB320417BBD
193328092,209,0,8170BE8E35C900
193328294,241,0,4A4A04400000
193328541,456,0,83FF0000FFFE3BFF
193328782,489,0,000C000E00570000
193329022,562,0,0000200800120022
193329135,568,0,6C
193330444,499,0,80BC00
193333004,810,0,0A31AF8C65C4D387
193336439,170,0,2BE62BE604541800
193336647,190,0,04440005ABBB
193336890,201,0,8000002700011800
193337139,171,0,0000000000000000
193337371,417,0,00004100000000
193337536,199,0,439C5F47
193337766,193,0,F1B187D1F1052D41
193337996,197,0,313038BC3043A5E1
193338213,209,0,C169FE9435C800
193338340,211,0,2A78
193338544,241,0,564800400000
193338676,389,0,1BBF
193338900,390,0,04005D08030183
193339014,419,0,00
193339242,454,0,349D349D00832D8A
193339458,426,0,00662694663000
193339698,456,0,C3FF0000FFFD3BFE
193339934,451,0,06630662FF300001
193340168,485,0,5C0211700100011C
193340405,452,0,4A62C0A8040005FE
193340643,493,0,01A9000000001B8A
193340838,453,0,2BE62BE6B25C
193341009,495,0,00000000
193341224,500,0,000000000000
193341336,568,0,6C
193341490,647,0,C10001
193341669,840,0,0363037509
193341907,707,0,066306620000CA00
193342127,189,0,03202CF33400FF
193342308,842,0,0360037509
193342462,479,0,800200
193342709,560,0,0000300000001FFD
193342952,501,0,0C0C000400000900
193343174,711,0,0320F6C13000
193346963,485,0,5C021210010000BD
193347337,568,0,6C
193347948,193,0,C1B3B306C1075767
193348181,197,0,013263A00045D022
193348392,209,0,01663E9A35CB00
193348594,241,0,624800400000
193348845,456,0,03FF000000003C01
193349078,170,0,2BE62BE606541700
193349321,489,0,0010000E00580000
193349525,190,0,08440005ABBA
193349776,171,0,0000000000000000
193350021,201,0,8000002A00011800
193350180,199,0,439F657A
193350423,493,0,01A9000000001B8A
193350552,211,0,2A7D
193350777,481,0,000000000010F0
193351003,390,0,04005D08030183
193351173,495,0,00000000
193351373,532,0,060063FD6C35
193351602,761,0,00010008000000
193351798,381,0,222442FF0F7F
193356960,485,0,5C021430010000DF
193357101,568,0,6C
193357737,193,0,D1B5DE8AD1086C78
193357965,197,0,113379511047FA87
193358178,209,0,41627E9D35CA00
193358380,241,0,7E4700400000
193358512,389,0,1BBF
193358742,454,0,349D349D00C32D89
193358990,456,0,43FF0000FFFF3C00
193359232,508,0,F9600150000001E9
193359403,528,0,00000000
193360597,497,0,A21200000800007A
193361705,170,0,2BE62BE600541A00
193361909,190,0,0C440005ABB9
193362160,171,0,0000000000000000
193362403,201,0,8000002D00011800
193362563,199,0,43A26BB4
193362793,417,0,00004100000000
193362925,211,0,2A81
193363041,419,0,00
193363263,390,0,04005D08030183
193363477,426,0,00662694663000
193363718,493,0,01A9000000001B8A
193363956,451,0,06630662FF000000
193364128,495,0,00000000
193364363,452,0,6D62C0A8060003FD
193364519,499,0,C0FC00
193364715,453,0,2BE62BE6B25C
193364929,500,0,000000000000
193365084,647,0,000001
193365520,1105,0,000000000000
193366837,189,0,03202BF33400FF
193367071,485,0,5C02145006000104
193367223,479,0,800200
193367337,568,0,6C
193367580,501,0,0C0C000400000900
193367810,193,0,21B709F2E10A96A7
193368038,197,0,2135A4C6604925AA
193368251,209,0,8162BE9C35C900
193368453,241,0,4A4700400000
193368697,456,0,83FF0000FFFE3BFF
193368942,489,0,0014000E00580000
193369144,711,0,0320F4C13000
193369382,844,0,E1B4005803C00014
193369552,866,0,00000165
193370331,564,0,0000000000
193370576,969,0,0706000000000000
193373975,170,0,2BE62BE602541900
193374185,190,0,00430005ABBD
193374431,201,0,8000002000011800
193374680,171,0,0000000000000000
193374921,493,0,01A9000000001B8A
193375078,199,0,43A571EF
193375249,495,0,00000000
193375378,211,0,2A87
193375606,390,0,04005D08030183
193376957,485,0,5C02147006000124
193377588,568,0,6C
193377822,193,0,31B9354BF10CC0FF
193378059,197,0,3137D060704B5027
193378278,209,0,C15AFEA335C800
193378477,241,0,564700400000
193378608,389,0,1BC1
193378836,454,0,349D349D00032D8C
193379077,456,0,C3FF0000FFFD3BFE
193379317,562,0,0000200800120022
193380405,386,0,11FB010000000000
193380588,352,0,DF7311FB03
193383053,481,0,000000000114E0
193383283,1519,0,FE35FF08C402C69A
193386453,170,0,2BE62BE604541800
193386658,190,0,04430005ABBC
193386902,201,0,8000002700011800
193387151,171,0,0000000000000000
193387382,417,0,00004100000000
193387615,193,0,01BA4B20C10EEBB2
193387852,197,0,0139FC01404C65B6
193388011,199,0,43A8782C
193388224,209,0,01533EAD35CB00
193388349,211,0,2A8C
193388550,241,0,624905400000
193388774,390,0,04005D08030183
193388888,419,0,00
193389139,456,0,03FF000000003C01
193389355,426,0,00662694663000
193389587,485,0,5C021410060000C4
193389822,451,0,06630662FF100003
193390064,489,0,0020000E00580000
193390307,452,0,0062C0A700000000
193390545,493,0,01A9000000001B8A
193390740,453,0,2BE62BE6B25C
193390978,298,0,10E0706D00001081
193391151,495,0,00000000
193391363,500,0,000000000000
193391475,568,0,6C
193391625,647,0,430001
193391813,840,0,035A037009
193392029,189,0,030C2BF33400FF
193392267,707,0,066306620000CA00
193392421,479,0,800200
193392603,842,0,0357036909
193392846,501,0,0C0C000400000900
193393003,499,0,003C00
193393255,560,0,0000000000000000
193393460,711,0,0320ECC12000
193393704,977,0,014E800020000000
193393933,1519,0,FDC102AAAAAAAAAA
193394150,979,0,800020005FFE3A
193394364,988,0,81000A000000
193394595,1001,0,06D2171106DE16DC
193395698,546,0,009A03A9033833
193395943,558,0,0000000000006A00
193396958,485,0,5C021430060000E4
193397476,568,0,6C
193397948,193,0,11BC76C411101670
193398174,197,0,513B2775504E909A
193398390,209,0,414E7EB134CB00
193398597,241,0,7E4600400000
193398729,389,0,1BC1
193398956,454,0,349D349D00432D8B
193399190,170,0,2BE62BE606541700
193399437,456,0,43FF0000FFFF3C00
193399687,171,0,0000000000000000
193399887,190,0,08430005ABBB
193400047,199,0,43AB7E6D
193400295,201,0,8000002A00011800
193400422,211,0,2A93
193400650,309,0,02001362210D1325
193400872,390,0,04005D08030183
193401113,493,0,01A9000000001B8A
193401325,532,0,000002000000
193401497,495,0,00000000
193401720,761,0,00010708000007
193406964,485,0,5C02145006000104
193407181,566,0,03C7400018
193407291,568,0,6C
193407531,989,0,0000009F880203A9
193407768,193,0,21BEA24F2112415B
193407994,197,0,613C3D3F6050BBCD
193408211,209,0,8149BEB534CA00
193408412,241,0,4A4600400000
193408659,456,0,83FF0000FFFE3BFF
193408901,489,0,0028000E00560000
193409139,508,0,F95901E900005285
193409309,528,0,020001FF
193410263,567,0,221203
193410601,311,0,0E01988F2CFC1009
193411500,170,0,2BE62BE600541A00
193411708,190,0,0C430005ABBA
193411954,201,0,8000002D00011800
193412203,171,0,0000000000000000
193412434,417,0,00004100000000
193412593,199,0,43AE84AF
193412711,419,0,00
193412844,211,0,2A98
193413055,426,0,00662694663000
193413277,390,0,04005D08030183
193413512,451,0,06630662FF200002
193413733,481,0,000000000218D0
193413971,452,0,2762C0A7020007FF
193414213,493,0,01A9000000001B8A
193414408,453,0,2BE62BE6B25C
193414579,495,0,00000000
193414792,500,0,000000000000
193415007,1005,0,0000000000FF
193415157,647,0,820001
193416836,189,0,030C2BF32000FF
193417069,485,0,5C02147006000124
193417223,479,0,800200
193417336,568,0,6C
193417579,501,0,0C0C000400000900
193417818,193,0,31C0CDFB311356D4
193418045,197,0,713E68E87052E6DD
193418261,209,0,C142FEBB34C900
193418462,241,0,564600400000
193418591,389,0,1BC2
193418819,454,0,349D349D00832D8A
193419062,456,0,C3FF0000FFFD3BFE
193419260,711,0,0320E8C12000
193419495,844,0,E9CC005503C2002C
193419666,866,0,0000014E
193419908,961,0,0765F78000000000
193420122,995,0,C9CA6CA56901C9
193420273,554,0,4E9403
193420712,313,0,0000000000000000
193423011,499,0,407C00
193423996,170,0,2BE62BE602541900
193424205,190,0,00420005ABBE
193424452,201,0,8000002000011800
193424700,171,0,0000000000000000
193424942,493,0,01A9000000001B8A
193425099,199,0,43B18AF3
193425273,495,0,00000000
193425403,211,0,2AA4
193425627,390,0,04005D08030183
193427009,485,0,5C021410000000BE
193427686,193,0,01C2F9700115819C
193427916,197,0,414094CE805411A9
193428133,209,0,013F3EC134CC00
193428332,241,0,624500400000
193428585,456,0,03FF000000003C01
193428825,489,0,0030000E00530000
193429068,562,0,0000200800120022
193429180,568,0,6C
193430617,810,0,0A31AF8C65C4D387
193434019,1928,0,00000000000000
193436424,170,0,2BE62BE604541800
193436629,190,0,04420005ABBD
193436873,201,0,8000002700011800
193437122,171,0,0000000000000000
193437353,417,0,00004100000000
193437578,193,0,51C30F471117AC31
193437803,197,0,5142C03090563C6D
193437964,199,0,43B49139
193438178,209,0,41397EC634CB00
193438309,211,0,2AA7
193438513,241,0,7E4500400000
193438642,389,0,1BC1
193438865,390,0,04005D08030183
193438981,419,0,00
193439210,454,0,349D349D00C32D89
193439426,426,0,00662694663000
193439673,456,0,43FF0000FFFF3C00
